Orbit Number,Down Orbits,Up Orbits,Labels,EQtime,,,
13687,1137_136870_20070125_054406_20070125_062052.pkl,1137_136871_20070125_063336_20070125_071052.pkl,1,25-01-2007 06:20,,,
13688,1137_136880_20070125_072236_20070125_080052.pkl,1137_136881_20070125_081206_20070125_085024.pkl,0,,,,
13689,1137_136890_20070125_090136_20070125_094022.pkl,1137_136891_20070125_095136_20070125_102921.pkl,1,25-01-2007 10:59,,,
13693,1137_136930_20070125_153836_20070125_161224.pkl,1137_136931_20070125_162736_20070125_170123.pkl,0,,,,
13694,1137_136940_20070125_171636_20070125_174953.pkl,1137_136941_20070125_180506_20070125_183822.pkl,0,,,,
13695,1137_136950_20070125_185336_20070125_192654.pkl,1137_136951_20070125_194206_20070125_201523.pkl,0,,,,
13696,1137_136960_20070125_203036_20070125_210351.pkl,1137_136961_20070125_211906_20070125_215222.pkl,1,25-01-2007 21:29,,,
13697,1137_136970_20070125_220706_20070125_224021.pkl,1137_136971_20070125_225536_20070125_232921.pkl,1,25-01-2007 23:57,,,
13698,1137_136980_20070125_234406_20070126_001754.pkl,1137_136981_20070126_003306_20070126_010621.pkl,0,,,,
13699,1137_136990_20070126_012136_20070126_015525.pkl,1137_136991_20070126_021006_20070126_024422.pkl,1,26-01-2007 02:34,,,
13700,1137_137000_20070126_025906_20070126_033322.pkl,1137_137001_20070126_034806_20070126_042251.pkl,0,,,,
13701,1137_137010_20070126_043636_20070126_051222.pkl,1137_137011_20070126_052536_20070126_060222.pkl,0,,,,
13702,1137_137020_20070126_061506_20070126_065222.pkl,1137_137021_20070126_070406_20070126_074151.pkl,0,,,,
13703,1137_137030_20070126_075336_20070126_083152.pkl,1137_137031_20070126_084306_20070126_092124.pkl,0,,,,
13704,1137_137040_20070126_093236_20070126_101054.pkl,1137_137041_20070126_102236_20070126_110023.pkl,1,26-01-2007 11:44,,,
13705,1137_137050_20070126_111236_20070126_114953.pkl,1137_137051_20070126_120206_20070126_123852.pkl,1,26-01-2007 11:44,,,
13706,1137_137060_20070126_125206_20070126_132753.pkl,1137_137061_20070126_134136_20070126_141655.pkl,0,,,,
13707,1137_137070_20070126_143106_20070126_150523.pkl,1137_137071_20070126_152006_20070126_155425.pkl,0,,,,
13708,1137_137080_20070126_160906_20070126_164255.pkl,1137_137081_20070126_165806_20070126_173122.pkl,0,,,,
13709,1137_137090_20070126_174636_20070126_182024.pkl,1137_137091_20070126_183536_20070126_190852.pkl,0,,,,
13710,1137_137100_20070126_192406_20070126_195721.pkl,1137_137101_20070126_201206_20070126_204552.pkl,1,26-01-2007 21:00,,,
13711,1137_137110_20070126_210036_20070126_213351.pkl,1137_137111_20070126_214910_20070126_222222.pkl,1,26-01-2007 22:12,,,
13712,1137_137120_20070126_223736_20070126_231051.pkl,1137_137121_20070126_232606_20070126_235921.pkl,1,27-01-2007 00:15,,,
13713,1137_137130_20070127_001436_20070127_004750.pkl,1137_137131_20070127_010306_20070127_013653.pkl,1,27-01-2007 01:19,,,
13714,1137_137140_20070127_015206_20070127_022551.pkl,1137_137141_20070127_024036_20070127_031454.pkl,0,,,,
13715,1137_137150_20070127_032936_20070127_040423.pkl,1137_137151_20070127_041836_20070127_045350.pkl,0,,,,
13716,1137_137160_20070127_050736_20070127_054351.pkl,1137_137161_20070127_055636_20070127_063323.pkl,1,27-01-2007 07:00,,,
13717,1137_137170_20070127_064536_20070127_072324.pkl,1137_137171_20070127_073506_20070127_081324.pkl,0,,,,
13718,1137_137180_20070127_082436_20070127_090254.pkl,1137_137181_20070127_091406_20070127_095224.pkl,1,27-01-2007 10:21,,,
13719,1137_137190_20070127_100406_20070127_104152.pkl,1137_137191_20070127_105336_20070127_113121.pkl,1,27-01-2007 11:04,,,
13720,1137_137200_20070127_114336_20070127_122023.pkl,1137_137201_20070127_123336_20070127_130921.pkl,0,,,,
13721,1137_137210_20070127_132306_20070127_135821.pkl,1137_137211_20070127_141236_20070127_144725.pkl,0,,,,
13722,1137_137220_20070127_150136_20070127_153551.pkl,1137_137221_20070127_155106_20070127_162452.pkl,1,27-01-2007 15:49,,,
13723,1137_137230_20070127_163936_20070127_171321.pkl,1137_137231_20070127_172836_20070127_180153.pkl,0,,,,
13724,1137_137240_20070127_181706_20070127_185025.pkl,1137_137241_20070127_190536_20070127_193853.pkl,0,,,,
13725,1137_137250_20070127_195406_20070127_202723.pkl,1137_137251_20070127_204236_20070127_211553.pkl,0,,,,
13726,1137_137260_20070127_213106_20070127_220423.pkl,1137_137261_20070127_221936_20070127_225251.pkl,0,,,,
13727,1137_137270_20070127_230806_20070127_234121.pkl,1137_137271_20070127_235636_20070128_002951.pkl,0,,,,
13728,1137_137280_20070128_004506_20070128_011824.pkl,1137_137281_20070128_013336_20070128_020725.pkl,1,28-01-2007 02:53,,,
13729,1137_137290_20070128_022236_20070128_025623.pkl,1137_137291_20070128_031106_20070128_034551.pkl,1,28-01-2007 02:53,,,
13730,1137_137300_20070128_040006_20070128_043523.pkl,1137_137301_20070128_044906_20070128_052452.pkl,1,28-01-2007 05:06,,,
13731,1137_137310_20070128_053806_20070128_061452.pkl,1137_137311_20070128_062706_20070128_070453.pkl,0,,,,
13732,1137_137320_20070128_071636_20070128_075424.pkl,1137_137321_20070128_080606_20070128_084424.pkl,1,28-01-2007 08:12,,,
13733,1137_137330_20070128_085536_20070128_093352.pkl,1137_137331_20070128_094506_20070128_102324.pkl,0,,,,
13734,1137_137340_20070128_103506_20070128_111254.pkl,1137_137341_20070128_112506_20070128_120151.pkl,1,28-01-2007 12:09,,,
13735,1137_137350_20070128_121436_20070128_125053.pkl,1137_137351_20070128_130436_20070128_133955.pkl,0,,,,
13737,1137_137370_20070128_153236_20070128_160623.pkl,1137_137371_20070128_162136_20070128_165525.pkl,1,28-01-2007 17:16,,,
13740,1137_137400_20070128_202436_20070128_205754.pkl,1137_137401_20070128_211306_20070128_214622.pkl,0,,,,
13741,1137_137410_20070128_220106_20070128_223422.pkl,1137_137411_20070128_224936_20070128_232252.pkl,0,,,,
13742,1137_137420_20070128_233806_20070129_001121.pkl,1137_137421_20070129_002706_20070129_010021.pkl,1,29-01-2007 01:35,,,
13743,1137_137430_20070129_011536_20070129_014923.pkl,1137_137431_20070129_020406_20070129_023822.pkl,0,,,,
13744,1137_137440_20070129_025306_20070129_032722.pkl,1137_137441_20070129_034136_20070129_041654.pkl,1,29-01-2007 04:12,,,
13745,1137_137450_20070129_043036_20070129_050622.pkl,1137_137451_20070129_051936_20070129_055624.pkl,0,,,,
13746,1137_137460_20070129_060836_20070129_064555.pkl,1137_137461_20070129_065806_20070129_073554.pkl,1,29-01-2007 07:47,,,
13747,1137_137470_20070129_074706_20070129_082524.pkl,1137_137471_20070129_083636_20070129_091523.pkl,0,,,,
13748,1137_137480_20070129_092636_20070129_100454.pkl,1137_137481_20070129_101606_20070129_105424.pkl,0,,,,
13749,1137_137490_20070129_110606_20070129_114325.pkl,1137_137491_20070129_115606_20070129_123224.pkl,0,,,,
13750,1137_137500_20070129_124536_20070129_132123.pkl,1137_137501_20070129_133536_20070129_141022.pkl,0,,,,
13751,1137_137510_20070129_142436_20070129_145922.pkl,1137_137511_20070129_151406_20070129_154823.pkl,0,,,,
13752,1137_137520_20070129_160306_20070129_163653.pkl,1137_137521_20070129_165206_20070129_172522.pkl,0,,,,
13753,1137_137530_20070129_174036_20070129_181350.pkl,1137_137531_20070129_182906_20070129_190254.pkl,1,29-01-2007 19:48,,,
13754,1137_137540_20070129_191736_20070129_195051.pkl,1137_137541_20070129_200606_20070129_203924.pkl,1,29-01-2007 19:48,,,
13755,1137_137550_20070129_205436_20070129_212754.pkl,1137_137551_20070129_214306_20070129_221621.pkl,0,,,,
13756,1137_137560_20070129_223136_20070129_230450.pkl,1137_137561_20070129_232006_20070129_235320.pkl,0,,,,
13757,1137_137570_20070130_000836_20070130_004153.pkl,1137_137571_20070130_005706_20070130_013053.pkl,1,30-01-2007 01:48,,,
13758,1137_137580_20070130_014606_20070130_021951.pkl,1137_137581_20070130_023436_20070130_030855.pkl,1,30-01-2007 02:35,,,
13759,1137_137590_20070130_032336_20070130_035823.pkl,1137_137591_20070130_041236_20070130_044751.pkl,1,30-01-2007 04:54,,,
13760,1137_137600_20070130_050106_20070130_053723.pkl,1137_137601_20070130_055036_20070130_062724.pkl,0,,,,
13761,1137_137610_20070130_063936_20070130_071652.pkl,1137_137611_20070130_072836_20070130_080652.pkl,1,30-01-2007 08:09,,,
13762,1137_137620_20070130_081806_20070130_085655.pkl,1137_137621_20070130_090806_20070130_094624.pkl,0,,,,
13763,1137_137630_20070130_095736_20070130_103552.pkl,1137_137631_20070130_104736_20070130_112453.pkl,0,,,,
13764,1137_137640_20070130_113706_20070130_121421.pkl,1137_137641_20070130_122706_20070130_130321.pkl,0,,,,
13765,1137_137650_20070130_131636_20070130_135221.pkl,1137_137651_20070130_140606_20070130_144052.pkl,0,,,,
13766,1137_137660_20070130_145536_20070130_152951.pkl,1137_137661_20070130_154436_20070130_161822.pkl,0,,,,
13767,1137_137670_20070130_163336_20070130_170722.pkl,1137_137671_20070130_172236_20070130_175553.pkl,0,,,,
13768,1137_137680_20070130_181106_20070130_184423.pkl,1137_137681_20070130_185936_20070130_193254.pkl,0,,,,
13769,1137_137690_20070130_194806_20070130_202121.pkl,1137_137691_20070130_203636_20070130_210954.pkl,1,30-01-2007 21:37,,,
13771,1137_137710_20070130_230206_20070130_233521.pkl,1137_137711_20070130_235036_20070131_002351.pkl,0,,,,
13772,1137_137720_20070131_003906_20070131_011224.pkl,1137_137721_20070131_012736_20070131_020122.pkl,1,31-01-2007 02:14,,,
13773,1137_137730_20070131_021636_20070131_025023.pkl,1137_137731_20070131_030506_20070131_033951.pkl,1,31-01-2007 03:15,,,
13774,1137_137740_20070131_035406_20070131_042924.pkl,1137_137741_20070131_044306_20070131_051851.pkl,0,,,,
13775,1137_137750_20070131_053206_20070131_060823.pkl,1137_137751_20070131_062106_20070131_065823.pkl,1,31-01-2007 06:51,,,
13776,1137_137760_20070131_071006_20070131_074822.pkl,1137_137761_20070131_075936_20070131_083754.pkl,0,,,,
13777,1137_137770_20070131_084906_20070131_092755.pkl,1137_137771_20070131_093906_20070131_101724.pkl,1,31-01-2007 10:52,,,
13778,1137_137780_20070131_102836_20070131_110625.pkl,1137_137781_20070131_111836_20070131_115551.pkl,0,,,,
13779,1137_137790_20070131_120836_20070131_124453.pkl,1137_137791_20070131_125806_20070131_133353.pkl,0,,,,
13780,1137_137800_20070131_134736_20070131_142252.pkl,1137_137801_20070131_143706_20070131_151124.pkl,0,,,,
13781,1137_137810_20070131_152636_20070131_160022.pkl,1137_137811_20070131_161536_20070131_164855.pkl,1,31-01-2007 16:40,,,
13784,1137_137840_20070131_201806_20070131_205154.pkl,1137_137841_20070131_210636_20070131_214025.pkl,0,,,,
13785,1137_137850_20070131_215506_20070131_222822.pkl,1137_137851_20070131_224336_20070131_231650.pkl,1,01-02-2007 00:14,,,
13786,1137_137860_20070131_233206_20070201_000520.pkl,1137_137861_20070201_002035_20070201_005422.pkl,1,01-02-2007 00:14,,,
13787,1137_137870_20070201_010936_20070201_014254.pkl,1137_137871_20070201_015806_20070201_023152.pkl,0,,,,
13788,1137_137880_20070201_024706_20070201_032123.pkl,1137_137881_20070201_033536_20070201_041053.pkl,0,,,,
13789,1137_137890_20070201_042436_20070201_050023.pkl,1137_137891_20070201_051336_20070201_054951.pkl,0,,,,
13790,1137_137900_20070201_060236_20070201_063954.pkl,1137_137901_20070201_065136_20070201_072923.pkl,0,,,,
13791,1137_137910_20070201_074106_20070201_081922.pkl,1137_137911_20070201_083036_20070201_090922.pkl,0,,,,
13792,1137_137920_20070201_092006_20070201_095852.pkl,1137_137921_20070201_101006_20070201_104754.pkl,1,01-02-2007 10:43,,,
13793,1137_137930_20070201_110006_20070201_113724.pkl,1137_137931_20070201_114936_20070201_122622.pkl,0,,,,
13794,1137_137940_20070201_123936_20070201_131522.pkl,1137_137941_20070201_132906_20070201_140425.pkl,0,,,,
13795,1137_137950_20070201_141836_20070201_145322.pkl,1137_137951_20070201_150806_20070201_154152.pkl,0,,,,
13796,1137_137960_20070201_155706_20070201_163051.pkl,1137_137961_20070201_164606_20070201_171922.pkl,0,,,,
13797,1137_137970_20070201_173436_20070201_180751.pkl,1137_137971_20070201_182306_20070201_185622.pkl,0,,,,
13798,1137_137980_20070201_191136_20070201_194451.pkl,1137_137981_20070201_200006_20070201_203324.pkl,0,,,,
13799,1137_137990_20070201_204836_20070201_212155.pkl,1137_137991_20070201_213706_20070201_221022.pkl,0,,,,
13800,1137_138000_20070201_222536_20070201_225851.pkl,1137_138001_20070201_231405_20070201_234724.pkl,0,,,,
13801,1137_138010_20070202_000236_20070202_003551.pkl,1137_138011_20070202_005106_20070202_012453.pkl,0,,,,
13802,1137_138020_20070202_013936_20070202_021351.pkl,1137_138021_20070202_022836_20070202_030255.pkl,0,,,,
13803,1137_138030_20070202_031736_20070202_035154.pkl,1137_138031_20070202_040606_20070202_044122.pkl,0,,,,
13804,1137_138040_20070202_045506_20070202_053124.pkl,1137_138041_20070202_054406_20070202_062054.pkl,0,,,,
13805,1137_138050_20070202_063336_20070202_071054.pkl,1137_138051_20070202_072236_20070202_080052.pkl,0,,,,
13806,1137_138060_20070202_081206_20070202_085023.pkl,1137_138061_20070202_090136_20070202_094023.pkl,0,,,,
13807,1137_138070_20070202_095136_20070202_102924.pkl,1137_138071_20070202_104106_20070202_111854.pkl,0,,,,
13808,1137_138080_20070202_113106_20070202_120753.pkl,1137_138081_20070202_122106_20070202_125651.pkl,0,,,,
13809,1137_138090_20070202_131036_20070202_134553.pkl,1137_138091_20070202_140006_20070202_143452.pkl,1,02-02-2007 15:02,,,
13810,1137_138100_20070202_144936_20070202_152354.pkl,1137_138101_20070202_153836_20070202_161222.pkl,0,,,,
13811,1137_138110_20070202_162736_20070202_170122.pkl,1137_138111_20070202_171636_20070202_174952.pkl,0,,,,
13812,1137_138120_20070202_180506_20070202_183824.pkl,1137_138121_20070202_185336_20070202_192653.pkl,0,,,,
13813,1137_138130_20070202_194206_20070202_201521.pkl,1137_138131_20070202_203036_20070202_210353.pkl,1,02-02-2007 22:02,,,
13815,1137_138150_20070202_225536_20070202_232851.pkl,1137_138151_20070202_234435_20070203_001751.pkl,0,,,,
13816,1137_138160_20070203_003306_20070203_010623.pkl,1137_138161_20070203_012136_20070203_015524.pkl,0,,,,
13817,1137_138170_20070203_021006_20070203_024423.pkl,1137_138171_20070203_025906_20070203_033323.pkl,0,,,,
13818,1137_138180_20070203_034806_20070203_042252.pkl,1137_138181_20070203_043636_20070203_051223.pkl,1,03-02-2007 05:28,,,
13819,1137_138190_20070203_052536_20070203_060223.pkl,1137_138191_20070203_061506_20070203_065223.pkl,0,,,,
13820,1137_138200_20070203_070406_20070203_074152.pkl,1137_138201_20070203_075336_20070203_083152.pkl,1,03-02-2007 09:00,,,
13821,1137_138210_20070203_084306_20070203_092123.pkl,1137_138211_20070203_093236_20070203_101053.pkl,0,,,,
13822,1137_138220_20070203_102236_20070203_110025.pkl,1137_138221_20070203_111236_20070203_114953.pkl,0,,,,
13823,1137_138230_20070203_120206_20070203_123851.pkl,1137_138231_20070203_125206_20070203_132753.pkl,1,03-02-2007 13:43,,,
13824,1137_138240_20070203_134136_20070203_141623.pkl,1137_138241_20070203_143106_20070203_150523.pkl,0,,,,
13825,1137_138250_20070203_152006_20070203_155421.pkl,1137_138251_20070203_160906_20070203_164252.pkl,1,03-02-2007 16:47,,,
13826,1137_138260_20070203_165806_20070203_173124.pkl,1137_138261_20070203_174636_20070203_182022.pkl,0,,,,
13827,1137_138270_20070203_183536_20070203_190852.pkl,1137_138271_20070203_192406_20070203_195723.pkl,1,03-02-2007 19:31,,,
13828,1137_138280_20070203_201206_20070203_204551.pkl,1137_138281_20070203_210036_20070203_213351.pkl,0,,,,
13833,1137_138330_20070204_041836_20070204_045353.pkl,1137_138331_20070204_050736_20070204_054354.pkl,0,,,,
13834,1137_138340_20070204_055636_20070204_063322.pkl,1137_138341_20070204_064536_20070204_072323.pkl,0,,,,
13835,1137_138350_20070204_073506_20070204_081321.pkl,1137_138351_20070204_082436_20070204_090254.pkl,1,04-02-2007 09:46,,,
13836,1137_138360_20070204_091406_20070204_095222.pkl,1137_138361_20070204_100406_20070204_104154.pkl,1,04-02-2007 09:46,,,
13839,1137_138390_20070204_141236_20070204_144721.pkl,1137_138391_20070204_150136_20070204_153552.pkl,0,,,,
13840,1137_138400_20070204_155106_20070204_162453.pkl,1137_138401_20070204_163936_20070204_171322.pkl,0,,,,
13841,1137_138410_20070204_172836_20070204_180151.pkl,1137_138411_20070204_181706_20070204_185022.pkl,1,04-02-2007 19:14,,,
13842,1137_138420_20070204_190536_20070204_193852.pkl,1137_138421_20070204_195406_20070204_202725.pkl,1,04-02-2007 20:56,,,
13843,1137_138430_20070204_204236_20070204_211553.pkl,1137_138431_20070204_213106_20070204_220425.pkl,1,04-02-2007 21:17,,,
13844,1137_138440_20070204_221936_20070204_225251.pkl,1137_138441_20070204_230805_20070204_234124.pkl,1,04-02-2007 22:52,,,
13845,1137_138450_20070204_235636_20070205_002955.pkl,1137_138451_20070205_004506_20070205_011854.pkl,0,,,,
13846,1137_138460_20070205_013336_20070205_020722.pkl,1137_138461_20070205_022236_20070205_025655.pkl,0,,,,
13847,1137_138470_20070205_031106_20070205_034553.pkl,1137_138471_20070205_040006_20070205_043522.pkl,0,,,,
13848,1137_138480_20070205_044906_20070205_052452.pkl,1137_138481_20070205_053806_20070205_061455.pkl,1,05-02-2007 06:42,,,
13849,1137_138490_20070205_062706_20070205_070455.pkl,1137_138491_20070205_071636_20070205_075422.pkl,0,,,,
13850,1137_138500_20070205_080606_20070205_084425.pkl,1137_138501_20070205_085536_20070205_093354.pkl,1,05-02-2007 09:55,,,
13851,1137_138510_20070205_094506_20070205_102322.pkl,1137_138511_20070205_103506_20070205_111255.pkl,1,05-02-2007 10:16,,,
13852,1137_138520_20070205_112506_20070205_120152.pkl,1137_138521_20070205_121436_20070205_125052.pkl,0,,,,
13853,1137_138530_20070205_130436_20070205_133954.pkl,1137_138531_20070205_135406_20070205_142855.pkl,0,,,,
13854,1137_138540_20070205_144306_20070205_151754.pkl,1137_138541_20070205_153236_20070205_160622.pkl,1,05-02-2007 16:37,,,
13855,1137_138550_20070205_162136_20070205_165455.pkl,1137_138551_20070205_171006_20070205_174353.pkl,0,,,,
13856,1137_138560_20070205_175906_20070205_183221.pkl,1137_138561_20070205_184736_20070205_192052.pkl,0,,,,
13857,1137_138570_20070205_193606_20070205_200921.pkl,1137_138571_20070205_202436_20070205_205753.pkl,1,05-02-2007 20:58,,,
13858,1137_138580_20070205_211306_20070205_214552.pkl,1137_138581_20070205_220106_20070205_223422.pkl,0,,,,
13859,1137_138590_20070205_224936_20070205_232251.pkl,1137_138591_20070205_233805_20070206_001154.pkl,0,,,,
13860,1137_138600_20070206_002636_20070206_010023.pkl,1137_138601_20070206_011536_20070206_014923.pkl,0,,,,
13861,1137_138610_20070206_020406_20070206_023820.pkl,1137_138611_20070206_025306_20070206_032720.pkl,0,,,,
13862,1137_138620_20070206_034136_20070206_041651.pkl,1137_138621_20070206_043036_20070206_050622.pkl,0,,,,
13863,1137_138630_20070206_051936_20070206_055623.pkl,1137_138631_20070206_060836_20070206_064552.pkl,0,,,,
13864,1137_138640_20070206_065806_20070206_073551.pkl,1137_138641_20070206_074706_20070206_082554.pkl,0,,,,
13865,1137_138650_20070206_083636_20070206_091522.pkl,1137_138651_20070206_092636_20070206_100454.pkl,0,,,,
13866,1137_138660_20070206_101606_20070206_105423.pkl,1137_138661_20070206_110606_20070206_114322.pkl,0,,,,
13867,1137_138670_20070206_115606_20070206_123223.pkl,1137_138671_20070206_124536_20070206_132121.pkl,0,,,,
13868,1137_138680_20070206_133536_20070206_141021.pkl,1137_138681_20070206_142506_20070206_145922.pkl,1,06-02-2007 14:32,,,
13869,1137_138690_20070206_151406_20070206_154821.pkl,1137_138691_20070206_160306_20070206_163652.pkl,0,,,,
13870,1137_138700_20070206_165206_20070206_172523.pkl,1137_138701_20070206_174036_20070206_181355.pkl,0,,,,
13871,1137_138710_20070206_182906_20070206_190225.pkl,1137_138711_20070206_191736_20070206_195123.pkl,0,,,,
13872,1137_138720_20070206_200606_20070206_203923.pkl,1137_138721_20070206_205436_20070206_212753.pkl,0,,,,
13875,1137_138750_20070207_005706_20070207_013054.pkl,1137_138751_20070207_014606_20070207_021951.pkl,1,07-02-2007 02:29,,,
13876,1137_138760_20070207_023436_20070207_030854.pkl,1137_138761_20070207_032336_20070207_035824.pkl,0,,,,
13877,1137_138770_20070207_041236_20070207_044753.pkl,1137_138771_20070207_050106_20070207_053722.pkl,1,07-02-2007 05:35,,,
13878,1137_138780_20070207_055036_20070207_062725.pkl,1137_138781_20070207_063936_20070207_071654.pkl,0,,,,
13879,1137_138790_20070207_072836_20070207_080653.pkl,1137_138791_20070207_081806_20070207_085653.pkl,0,,,,
13880,1137_138800_20070207_090736_20070207_094622.pkl,1137_138801_20070207_095736_20070207_103554.pkl,0,,,,
13884,1137_138840_20070207_154436_20070207_161824.pkl,1137_138841_20070207_163336_20070207_170722.pkl,0,,,,
13885,1137_138850_20070207_172236_20070207_175551.pkl,1137_138851_20070207_181106_20070207_184422.pkl,1,07-02-2007 18:55,,,
13886,1137_138860_20070207_185936_20070207_193252.pkl,1137_138861_20070207_194806_20070207_202125.pkl,0,,,,
13887,1137_138870_20070207_203636_20070207_210951.pkl,1137_138871_20070207_212506_20070207_215822.pkl,0,,,,
13888,1137_138880_20070207_221336_20070207_224651.pkl,1137_138881_20070207_230205_20070207_233521.pkl,0,,,,
13889,1137_138890_20070207_235036_20070208_002351.pkl,1137_138891_20070208_003906_20070208_011221.pkl,1,08-02-2007 01:54,,,
13890,1137_138900_20070208_012736_20070208_020123.pkl,1137_138901_20070208_021636_20070208_025023.pkl,1,08-02-2007 01:54,,,
13891,1137_138910_20070208_030506_20070208_033951.pkl,1137_138911_20070208_035406_20070208_042921.pkl,0,,,,
13892,1137_138920_20070208_044306_20070208_051852.pkl,1137_138921_20070208_053206_20070208_060823.pkl,0,,,,
13893,1137_138930_20070208_062106_20070208_065825.pkl,1137_138931_20070208_071006_20070208_074824.pkl,1,08-02-2007 07:15,,,
13894,1137_138940_20070208_075936_20070208_083752.pkl,1137_138941_20070208_084906_20070208_092753.pkl,1,08-02-2007 10:21,,,
13895,1137_138950_20070208_093906_20070208_101723.pkl,1137_138951_20070208_102836_20070208_110623.pkl,1,08-02-2007 10:21,,,
13896,1137_138960_20070208_111836_20070208_115554.pkl,1137_138961_20070208_120836_20070208_124453.pkl,1,08-02-2007 12:05,,,
13897,1137_138970_20070208_125806_20070208_133352.pkl,1137_138971_20070208_134736_20070208_142254.pkl,1,08-02-2007 14:32,,,
13898,1137_138980_20070208_143706_20070208_151121.pkl,1137_138981_20070208_152636_20070208_160024.pkl,1,08-02-2007 16:28,,,
13899,1137_138990_20070208_161536_20070208_164854.pkl,1137_138991_20070208_170406_20070208_173752.pkl,0,,,,
13900,1137_139000_20070208_175306_20070208_182620.pkl,1137_139001_20070208_184136_20070208_191451.pkl,0,,,,
13901,1137_139010_20070208_193006_20070208_200320.pkl,1137_139011_20070208_201836_20070208_205151.pkl,0,,,,
13902,1137_139020_20070208_210636_20070208_213950.pkl,1137_139021_20070208_215506_20070208_222824.pkl,0,,,,
13903,1137_139030_20070208_224336_20070208_231650.pkl,1137_139031_20070208_233205_20070209_000521.pkl,0,,,,
13904,1137_139040_20070209_002036_20070209_005423.pkl,1137_139041_20070209_010936_20070209_014251.pkl,1,09-02-2007 02:22,,,
13905,1137_139050_20070209_015806_20070209_023152.pkl,1137_139051_20070209_024706_20070209_032125.pkl,1,09-02-2007 02:22,,,
13906,1137_139060_20070209_033536_20070209_041021.pkl,1137_139061_20070209_042436_20070209_050022.pkl,0,,,,
13907,1137_139070_20070209_051336_20070209_054953.pkl,1137_139071_20070209_060236_20070209_063952.pkl,0,,,,
13908,1137_139080_20070209_065136_20070209_072924.pkl,1137_139081_20070209_074106_20070209_081924.pkl,0,,,,
13909,1137_139090_20070209_083036_20070209_090925.pkl,1137_139091_20070209_092006_20070209_095852.pkl,0,,,,
13910,1137_139100_20070209_101006_20070209_104755.pkl,1137_139101_20070209_110006_20070209_113722.pkl,0,,,,
13911,1137_139110_20070209_114936_20070209_122623.pkl,1137_139111_20070209_123936_20070209_131521.pkl,1,09-02-2007 13:51,,,
13912,1137_139120_20070209_132906_20070209_140424.pkl,1137_139121_20070209_141836_20070209_145323.pkl,0,,,,
13913,1137_139130_20070209_150806_20070209_154151.pkl,1137_139131_20070209_155706_20070209_163052.pkl,0,,,,
13915,1137_139150_20070209_182306_20070209_185625.pkl,1137_139151_20070209_191136_20070209_194455.pkl,0,,,,
13916,1137_139160_20070209_200006_20070209_203321.pkl,1137_139161_20070209_204836_20070209_212152.pkl,0,,,,
13917,1137_139170_20070209_213706_20070209_221022.pkl,1137_139171_20070209_222536_20070209_225851.pkl,0,,,,
13920,1137_139200_20070210_022836_20070210_030252.pkl,1137_139201_20070210_031736_20070210_035151.pkl,0,,,,
13921,1137_139210_20070210_040606_20070210_044124.pkl,1137_139211_20070210_045506_20070210_053121.pkl,1,10-02-2007 06:03,,,
13922,1137_139220_20070210_054406_20070210_062052.pkl,1137_139221_20070210_063336_20070210_071053.pkl,0,,,,
13923,1137_139230_20070210_072236_20070210_080053.pkl,1137_139231_20070210_081206_20070210_085024.pkl,0,,,,
13924,1137_139240_20070210_090136_20070210_094022.pkl,1137_139241_20070210_095136_20070210_102925.pkl,0,,,,
13929,1137_139290_20070210_171636_20070210_174953.pkl,1137_139291_20070210_180506_20070210_183822.pkl,0,,,,
13930,1137_139300_20070210_185336_20070210_192654.pkl,1137_139301_20070210_194206_20070210_201525.pkl,0,,,,
13931,1137_139310_20070210_203036_20070210_210353.pkl,1137_139311_20070210_211906_20070210_215225.pkl,1,10-02-2007 22:00,,,
13932,1137_139320_20070210_220706_20070210_224021.pkl,1137_139321_20070210_225536_20070210_232924.pkl,0,,,,
13933,1137_139330_20070210_234406_20070211_001754.pkl,1137_139331_20070211_003306_20070211_010620.pkl,0,,,,
13934,1137_139340_20070211_012136_20070211_015522.pkl,1137_139341_20070211_021006_20070211_024422.pkl,0,,,,
13935,1137_139350_20070211_025906_20070211_033321.pkl,1137_139351_20070211_034806_20070211_042251.pkl,1,11-02-2007 04:39,,,
13936,1137_139360_20070211_043636_20070211_051223.pkl,1137_139361_20070211_052536_20070211_060224.pkl,0,,,,
13937,1137_139370_20070211_061506_20070211_065222.pkl,1137_139371_20070211_070406_20070211_074153.pkl,0,,,,
13938,1137_139380_20070211_075336_20070211_083151.pkl,1137_139381_20070211_084306_20070211_092124.pkl,1,11-02-2007 09:09,,,
13939,1137_139390_20070211_093236_20070211_101053.pkl,1137_139391_20070211_102236_20070211_110023.pkl,1,11-02-2007 10:47,,,
13940,1137_139400_20070211_111236_20070211_114923.pkl,1137_139401_20070211_120206_20070211_123852.pkl,0,,,,
13941,1137_139410_20070211_125206_20070211_132752.pkl,1137_139411_20070211_134136_20070211_141622.pkl,0,,,,
13942,1137_139420_20070211_143106_20070211_150522.pkl,1137_139421_20070211_152006_20070211_155424.pkl,1,11-02-2007 15:34,,,
13945,1137_139450_20070211_192406_20070211_195725.pkl,1137_139451_20070211_201206_20070211_204552.pkl,1,11-02-2007 21:03,,,
13946,1137_139460_20070211_210036_20070211_213354.pkl,1137_139461_20070211_214906_20070211_222222.pkl,0,,,,
13947,1137_139470_20070211_223736_20070211_231051.pkl,1137_139471_20070211_232606_20070211_235921.pkl,0,,,,
