Orbit Number,Down Orbits,Up Orbits,Labels,EQtime,,,,
13600,1132_136000_20070119_073506_20070119_081322.pkl,1132_136001_20070119_082436_20070119_090254.pkl,0,24-12-2007 21:21,,,,
13601,1132_136010_20070119_091406_20070119_095221.pkl,1132_136011_20070119_100406_20070119_104155.pkl,0,24-12-2007 22:41,,,,
13605,1132_136050_20070119_155106_20070119_162451.pkl,1132_136051_20070119_163936_20070119_171322.pkl,0,,,,,
13606,1132_136060_20070119_172836_20070119_180154.pkl,1132_136061_20070119_181706_20070119_185024.pkl,0,,,,,
13607,1132_136070_20070119_190536_20070119_193852.pkl,1132_136071_20070119_195406_20070119_202724.pkl,0,,,,,
13608,1132_136080_20070119_204236_20070119_211554.pkl,1132_136081_20070119_213106_20070119_220424.pkl,0,,,,,
13609,1132_136090_20070119_221936_20070119_225255.pkl,1132_136091_20070119_230806_20070119_234123.pkl,0,25-12-2007 07:52,,,,
13610,1132_136100_20070119_235636_20070120_002955.pkl,1132_136101_20070120_004506_20070120_011853.pkl,0,25-12-2007 10:04,,,,
13611,1132_136110_20070120_013336_20070120_020722.pkl,1132_136111_20070120_022236_20070120_025655.pkl,1,,,,,
13612,1132_136120_20070120_031106_20070120_034551.pkl,1132_136121_20070120_040006_20070120_043522.pkl,0,,,,,
13613,1132_136130_20070120_044906_20070120_052451.pkl,1132_136131_20070120_053806_20070120_061751.pkl,1,25-12-2007 14:04,,,,
13614,1132_136140_20070120_062706_20070120_070454.pkl,1132_136141_20070120_071636_20070120_075652.pkl,0,25-12-2007 16:20,,,,
13615,1132_136150_20070120_080606_20070120_084425.pkl,1132_136151_20070120_085536_20070120_093354.pkl,0,25-12-2007 16:54,,,,
13616,1132_136160_20070120_094506_20070120_102322.pkl,1132_136161_20070120_103506_20070120_111254.pkl,0,,,,,
13617,1132_136170_20070120_112506_20070120_120152.pkl,1132_136171_20070120_121436_20070120_125052.pkl,0,,,,,
13618,1132_136180_20070120_130436_20070120_133952.pkl,1132_136181_20070120_135406_20070120_142855.pkl,0,,,,,
13619,1132_136190_20070120_144306_20070120_151754.pkl,1132_136191_20070120_153236_20070120_160622.pkl,0,,,,,
13620,1132_136200_20070120_162136_20070120_165454.pkl,1132_136201_20070120_171006_20070120_174352.pkl,0,,,,,
13621,1132_136210_20070120_175906_20070120_183225.pkl,1132_136211_20070120_184736_20070120_192052.pkl,0,26-12-2007 04:14,,,,
13622,1132_136220_20070120_193606_20070120_200925.pkl,1132_136221_20070120_202436_20070120_205753.pkl,0,26-12-2007 04:14,,,,
13623,1132_136230_20070120_211236_20070120_214555.pkl,1132_136231_20070120_220106_20070120_223422.pkl,0,26-12-2007 06:38,,,,
13624,1132_136240_20070120_224936_20070120_232255.pkl,1132_136241_20070120_233806_20070121_001154.pkl,0,26-12-2007 08:20,,,,
13625,1132_136250_20070121_002636_20070121_010022.pkl,1132_136251_20070121_011536_20070121_014924.pkl,0,,,,,
13626,1132_136260_20070121_020406_20070121_023821.pkl,1132_136261_20070121_025306_20070121_032725.pkl,0,26-12-2007 22:04,,,,
13627,1132_136270_20070121_034136_20070121_041652.pkl,1132_136271_20070121_043036_20070121_050622.pkl,0,26-12-2007 23:40,,,,
13628,1132_136280_20070121_051936_20070121_055554.pkl,1132_136281_20070121_060836_20070121_064852.pkl,1,,,,,
13629,1132_136290_20070121_065806_20070121_073552.pkl,1132_136291_20070121_074706_20070121_082553.pkl,1,27-12-2007 08:07,,,,
13630,1132_136300_20070121_083636_20070121_091522.pkl,1132_136301_20070121_092636_20070121_100454.pkl,0,27-12-2007 08:07,,,,
13631,1132_136310_20070121_101606_20070121_105424.pkl,1132_136311_20070121_110606_20070121_114323.pkl,1,,,,,
13632,1132_136320_20070121_115606_20070121_123223.pkl,1132_136321_20070121_124536_20070121_132125.pkl,1,30-12-2007 09:55,,,,
13633,1132_136330_20070121_133536_20070121_141023.pkl,1132_136331_20070121_142506_20070121_145922.pkl,1,,,,,
13634,1132_136340_20070121_151406_20070121_154822.pkl,1132_136341_20070121_160306_20070121_163652.pkl,1,,,,,
13637,1132_136370_20070121_200606_20070121_203925.pkl,1132_136371_20070121_205436_20070121_212752.pkl,1,,,,,
13638,1132_136380_20070121_214306_20070121_221623.pkl,1132_136381_20070121_223136_20070121_230455.pkl,1,,,,,
13639,1132_136390_20070121_232006_20070121_235325.pkl,1132_136391_20070122_000836_20070122_004151.pkl,1,,,,,
13640,1132_136400_20070122_005706_20070122_013053.pkl,1132_136401_20070122_014606_20070122_021953.pkl,0,,,,,
13641,1132_136410_20070122_023436_20070122_030853.pkl,1132_136411_20070122_032336_20070122_035821.pkl,1,,,,,
13642,1132_136420_20070122_041236_20070122_044752.pkl,1132_136421_20070122_050106_20070122_053721.pkl,0,,,,,
13643,1132_136430_20070122_055036_20070122_062724.pkl,1132_136431_20070122_063936_20070122_071951.pkl,0,,,,,
13644,1132_136440_20070122_072836_20070122_080652.pkl,1132_136441_20070122_081806_20070122_085652.pkl,0,,,,,
13645,1132_136450_20070122_090736_20070122_094622.pkl,1132_136451_20070122_095736_20070122_103554.pkl,1,,,,,
13649,1132_136490_20070122_154436_20070122_161821.pkl,1132_136491_20070122_163336_20070122_170722.pkl,1,,,,,
13650,1132_136500_20070122_172236_20070122_175555.pkl,1132_136501_20070122_181106_20070122_184422.pkl,1,,,,,
13651,1132_136510_20070122_185936_20070122_193252.pkl,1132_136511_20070122_194806_20070122_202123.pkl,1,31-12-2007 10:39,,,,
13652,1132_136520_20070122_203636_20070122_210955.pkl,1132_136521_20070122_212506_20070122_215822.pkl,0,,,,,
13653,1132_136530_20070122_221336_20070122_224655.pkl,1132_136531_20070122_230206_20070122_233525.pkl,0,,,,,
13654,1132_136540_20070122_235036_20070123_002351.pkl,1132_136541_20070123_003906_20070123_011225.pkl,0,,,,,
13655,1132_136550_20070123_012736_20070123_020122.pkl,1132_136551_20070123_021636_20070123_025022.pkl,0,31-12-2007 18:23,,,,
13656,1132_136560_20070123_030506_20070123_033951.pkl,1132_136561_20070123_035406_20070123_042925.pkl,1,31-12-2007 18:23,,,,
13657,1132_136570_20070123_044306_20070123_051853.pkl,1132_136571_20070123_053206_20070123_061151.pkl,0,,,,,
13658,1132_136580_20070123_062106_20070123_065822.pkl,1132_136581_20070123_071006_20070123_075051.pkl,0,,,,,
13659,1132_136590_20070123_075936_20070123_083751.pkl,1132_136591_20070123_084906_20070123_092753.pkl,0,,,,,
13660,1132_136600_20070123_093906_20070123_101722.pkl,1132_136601_20070123_102836_20070123_110623.pkl,1,,,,,
13661,1132_136610_20070123_111836_20070123_115554.pkl,1132_136611_20070123_120836_20070123_124454.pkl,1,,,,,
13662,1132_136620_20070123_125806_20070123_133352.pkl,1132_136621_20070123_134736_20070123_142255.pkl,0,01-01-2008 06:32,,,,
13663,1132_136630_20070123_143706_20070123_151121.pkl,1132_136631_20070123_152636_20070123_160025.pkl,0,,,,,
13664,1132_136640_20070123_161506_20070123_164854.pkl,1132_136641_20070123_170406_20070123_173752.pkl,1,01-01-2008 10:08,,,,
13665,1132_136650_20070123_175306_20070123_182625.pkl,1132_136651_20070123_184136_20070123_191452.pkl,0,,,,,
13666,1132_136660_20070123_193006_20070123_200325.pkl,1132_136661_20070123_201836_20070123_205152.pkl,1,,,,,
13667,1132_136670_20070123_210636_20070123_213955.pkl,1132_136671_20070123_215510_20070123_222825.pkl,1,,,,,
13668,1132_136680_20070123_224336_20070123_231655.pkl,1132_136681_20070123_233206_20070124_000521.pkl,0,,,,,
13669,1132_136690_20070124_002036_20070124_005424.pkl,1132_136691_20070124_010936_20070124_014255.pkl,1,,,,,
13670,1132_136700_20070124_015806_20070124_023153.pkl,1132_136701_20070124_024706_20070124_032125.pkl,0,01-01-2008 18:54,,,,
13671,1132_136710_20070124_033536_20070124_041022.pkl,1132_136711_20070124_042436_20070124_050022.pkl,0,,,,,
13672,1132_136720_20070124_051336_20070124_054953.pkl,1132_136721_20070124_060236_20070124_064252.pkl,0,,,,,
13673,1132_136730_20070124_065136_20070124_072925.pkl,1132_136731_20070124_074106_20070124_081924.pkl,1,,,,,
13674,1132_136740_20070124_083036_20070124_090925.pkl,1132_136741_20070124_092006_20070124_095853.pkl,1,,,,,
13675,1132_136750_20070124_101006_20070124_104755.pkl,1132_136751_20070124_110006_20070124_113722.pkl,1,,,,,
13676,1132_136760_20070124_114936_20070124_122622.pkl,1132_136761_20070124_123936_20070124_131524.pkl,0,,,,,
13677,1132_136770_20070124_132906_20070124_140421.pkl,1132_136771_20070124_141836_20070124_145323.pkl,1,,,,,
13678,1132_136780_20070124_150806_20070124_154151.pkl,1132_136781_20070124_155706_20070124_163052.pkl,0,02-01-2008 08:42,,,,
13681,1132_136810_20070124_200006_20070124_203324.pkl,1132_136811_20070124_204836_20070124_212151.pkl,0,,,,,
13682,1132_136820_20070124_213706_20070124_221021.pkl,1132_136821_20070124_222536_20070124_225855.pkl,0,02-01-2008 11:44,,,,
13683,1132_136830_20070124_231406_20070124_234725.pkl,1132_136831_20070125_000236_20070125_003551.pkl,1,,,,,
13684,1132_136840_20070125_005106_20070125_012454.pkl,1132_136841_20070125_014006_20070125_021353.pkl,0,02-01-2008 15:18,,,,
13685,1132_136850_20070125_022836_20070125_030252.pkl,1132_136851_20070125_031736_20070125_035151.pkl,1,,,,,
13686,1132_136860_20070125_040606_20070125_044124.pkl,1132_136861_20070125_045506_20070125_053121.pkl,1,,,,,
13687,1132_136870_20070125_054406_20070125_062052.pkl,1132_136871_20070125_063336_20070125_071052.pkl,1,,,,,
13688,1132_136880_20070125_072236_20070125_080052.pkl,1132_136881_20070125_081206_20070125_085024.pkl,0,,,,,
13689,1132_136890_20070125_090136_20070125_094022.pkl,1132_136891_20070125_095136_20070125_102921.pkl,1,,,,,
13693,1132_136930_20070125_153836_20070125_161224.pkl,1132_136931_20070125_162736_20070125_170123.pkl,0,,,,,
13694,1132_136940_20070125_171636_20070125_174953.pkl,1132_136941_20070125_180506_20070125_183822.pkl,0,,,,,
13695,1132_136950_20070125_185336_20070125_192654.pkl,1132_136951_20070125_194206_20070125_201523.pkl,0,,,,,
13696,1132_136960_20070125_203036_20070125_210355.pkl,1132_136961_20070125_211906_20070125_215222.pkl,1,,,,,
13697,1132_136970_20070125_220706_20070125_224025.pkl,1132_136971_20070125_225536_20070125_232925.pkl,1,03-01-2008 10:58,,,,
13698,1132_136980_20070125_234406_20070126_001754.pkl,1132_136981_20070126_003306_20070126_010625.pkl,0,,,,,
13699,1132_136990_20070126_012136_20070126_015525.pkl,1132_136991_20070126_021006_20070126_024422.pkl,1,,,,,
13700,1132_137000_20070126_025906_20070126_033322.pkl,1132_137001_20070126_034806_20070126_042251.pkl,0,,,,,
13701,1132_137010_20070126_043636_20070126_051222.pkl,1132_137011_20070126_052536_20070126_060222.pkl,0,,,,,
13702,1132_137020_20070126_061506_20070126_065222.pkl,1132_137021_20070126_070406_20070126_074151.pkl,0,,,,,
13703,1132_137030_20070126_075336_20070126_083152.pkl,1132_137031_20070126_084306_20070126_092124.pkl,0,,,,,
13704,1132_137040_20070126_093236_20070126_101054.pkl,1132_137041_20070126_102236_20070126_110023.pkl,1,,,,,
13705,1132_137050_20070126_111236_20070126_114953.pkl,1132_137051_20070126_120206_20070126_123852.pkl,1,,,,,
13706,1132_137060_20070126_125206_20070126_132753.pkl,1132_137061_20070126_134136_20070126_141655.pkl,0,04-01-2008 01:26,,,,
13707,1132_137070_20070126_143106_20070126_150523.pkl,1132_137071_20070126_152006_20070126_155425.pkl,0,,,,,
13708,1132_137080_20070126_160906_20070126_164255.pkl,1132_137081_20070126_165806_20070126_173122.pkl,0,,,,,
13709,1132_137090_20070126_174636_20070126_182024.pkl,1132_137091_20070126_183536_20070126_190852.pkl,0,,,,,
13710,1132_137100_20070126_192406_20070126_195725.pkl,1132_137101_20070126_201206_20070126_204552.pkl,1,04-01-2008 07:29,,,,
13711,1132_137110_20070126_210036_20070126_213355.pkl,1132_137111_20070126_214910_20070126_222222.pkl,1,,,,,
13712,1132_137120_20070126_223736_20070126_231055.pkl,1132_137121_20070126_232606_20070126_235921.pkl,1,04-01-2008 11:46,,,,
13713,1132_137130_20070127_001436_20070127_004750.pkl,1132_137131_20070127_010306_20070127_013653.pkl,1,,,,,
13714,1132_137140_20070127_015206_20070127_022551.pkl,1132_137141_20070127_024036_20070127_031454.pkl,0,,,,,
13715,1132_137150_20070127_032936_20070127_040422.pkl,1132_137151_20070127_041836_20070127_045354.pkl,0,,,,,
13716,1132_137160_20070127_050736_20070127_054351.pkl,1132_137161_20070127_055636_20070127_063323.pkl,1,,,,,
13717,1132_137170_20070127_064536_20070127_072324.pkl,1132_137171_20070127_073506_20070127_081323.pkl,0,,,,,
13718,1132_137180_20070127_082436_20070127_090254.pkl,1132_137181_20070127_091406_20070127_095224.pkl,1,,,,,
13719,1132_137190_20070127_100406_20070127_104152.pkl,1132_137191_20070127_105336_20070127_113121.pkl,1,05-01-2008 01:56,,,,
13720,1132_137200_20070127_114336_20070127_122023.pkl,1132_137201_20070127_123336_20070127_130925.pkl,0,,,,,
13721,1132_137210_20070127_132306_20070127_135821.pkl,1132_137211_20070127_141236_20070127_144725.pkl,0,05-01-2008 06:02,,,,
13722,1132_137220_20070127_150136_20070127_153551.pkl,1132_137221_20070127_155106_20070127_162452.pkl,1,05-01-2008 06:02,,,,
13723,1132_137230_20070127_163936_20070127_171321.pkl,1132_137231_20070127_172836_20070127_180153.pkl,0,,,,,
13724,1132_137240_20070127_181706_20070127_185025.pkl,1132_137241_20070127_190536_20070127_193853.pkl,0,05-01-2008 10:39,,,,
13725,1132_137250_20070127_195406_20070127_202723.pkl,1132_137251_20070127_204236_20070127_211553.pkl,0,05-01-2008 11:01,,,,
13726,1132_137260_20070127_213106_20070127_220423.pkl,1132_137261_20070127_221936_20070127_225255.pkl,0,,,,,
13727,1132_137270_20070127_230806_20070127_234125.pkl,1132_137271_20070127_235636_20070128_002951.pkl,0,,,,,
13728,1132_137280_20070128_004506_20070128_011824.pkl,1132_137281_20070128_013336_20070128_020725.pkl,1,,,,,
13729,1132_137290_20070128_022236_20070128_025623.pkl,1132_137291_20070128_031106_20070128_034551.pkl,1,,,,,
13730,1132_137300_20070128_040006_20070128_043523.pkl,1132_137301_20070128_044906_20070128_052452.pkl,1,05-01-2008 19:55,,,,
13731,1132_137310_20070128_053806_20070128_061452.pkl,1132_137311_20070128_062706_20070128_070453.pkl,0,,,,,
13732,1132_137320_20070128_071636_20070128_075424.pkl,1132_137321_20070128_080606_20070128_084424.pkl,1,06-01-2008 00:20,,,,
13733,1132_137330_20070128_085536_20070128_093352.pkl,1132_137331_20070128_094506_20070128_102324.pkl,0,,,,,
13734,1132_137340_20070128_103506_20070128_111254.pkl,1132_137341_20070128_112506_20070128_120151.pkl,1,06-01-2008 05:14,,,,
13735,1132_137350_20070128_121436_20070128_125053.pkl,1132_137351_20070128_130436_20070128_133955.pkl,0,,,,,
13737,1132_137370_20070128_153236_20070128_160623.pkl,1132_137371_20070128_162136_20070128_165525.pkl,1,06-01-2008 08:54,,,,
13740,1132_137400_20070128_202436_20070128_205754.pkl,1132_137401_20070128_211306_20070128_214622.pkl,0,06-01-2008 10:06,,,,
13741,1132_137410_20070128_220106_20070128_223422.pkl,1132_137411_20070128_224936_20070128_232252.pkl,0,,,,,
13742,1132_137420_20070128_233806_20070129_001125.pkl,1132_137421_20070129_002706_20070129_010025.pkl,1,,,,,
13743,1132_137430_20070129_011536_20070129_014923.pkl,1132_137431_20070129_020406_20070129_023822.pkl,0,,,,,
13744,1132_137440_20070129_025306_20070129_032722.pkl,1132_137441_20070129_034136_20070129_041654.pkl,1,,,,,
13745,1132_137450_20070129_043036_20070129_050622.pkl,1132_137451_20070129_051936_20070129_055624.pkl,0,,,,,
13746,1132_137460_20070129_060836_20070129_064555.pkl,1132_137461_20070129_065806_20070129_073554.pkl,1,,,,,
13747,1132_137470_20070129_074706_20070129_082524.pkl,1132_137471_20070129_083636_20070129_091523.pkl,0,,,,,
13748,1132_137480_20070129_092636_20070129_100454.pkl,1132_137481_20070129_101606_20070129_105424.pkl,0,07-01-2008 03:12,,,,
13749,1132_137490_20070129_110606_20070129_114325.pkl,1132_137491_20070129_115606_20070129_123224.pkl,0,,,,,
13750,1132_137500_20070129_124536_20070129_132123.pkl,1132_137501_20070129_133536_20070129_141022.pkl,0,,,,,
13751,1132_137510_20070129_142436_20070129_145922.pkl,1132_137511_20070129_151406_20070129_154823.pkl,0,07-01-2008 07:46,,,,
13752,1132_137520_20070129_160306_20070129_163652.pkl,1132_137521_20070129_165206_20070129_172522.pkl,0,,,,,
13753,1132_137530_20070129_174036_20070129_181354.pkl,1132_137531_20070129_182906_20070129_190254.pkl,1,,,,,
13754,1132_137540_20070129_191736_20070129_195051.pkl,1132_137541_20070129_200606_20070129_203924.pkl,1,,,,,
13755,1132_137550_20070129_205436_20070129_212754.pkl,1132_137551_20070129_214306_20070129_221621.pkl,0,,,,,
13756,1132_137560_20070129_223136_20070129_230455.pkl,1132_137561_20070129_232006_20070129_235325.pkl,0,,,,,
13757,1132_137570_20070130_000836_20070130_004153.pkl,1132_137571_20070130_005706_20070130_013053.pkl,1,,,,,
13758,1132_137580_20070130_014606_20070130_021951.pkl,1132_137581_20070130_023436_20070130_030855.pkl,1,07-01-2008 19:16,,,,
13759,1132_137590_20070130_032336_20070130_035823.pkl,1132_137591_20070130_041236_20070130_044755.pkl,1,,,,,
13760,1132_137600_20070130_050106_20070130_053723.pkl,1132_137601_20070130_055036_20070130_062724.pkl,0,,,,,
13761,1132_137610_20070130_063936_20070130_071652.pkl,1132_137611_20070130_072836_20070130_080652.pkl,1,08-01-2008 00:16,,,,
13762,1132_137620_20070130_081806_20070130_085655.pkl,1132_137621_20070130_090806_20070130_094624.pkl,0,,,,,
13763,1132_137630_20070130_095736_20070130_103552.pkl,1132_137631_20070130_104736_20070130_112453.pkl,0,,,,,
13764,1132_137640_20070130_113706_20070130_121421.pkl,1132_137641_20070130_122706_20070130_130325.pkl,0,,,,,
13765,1132_137650_20070130_131636_20070130_135221.pkl,1132_137651_20070130_140606_20070130_144052.pkl,0,,,,,
13766,1132_137660_20070130_145536_20070130_152951.pkl,1132_137661_20070130_154436_20070130_161822.pkl,0,,,,,
13767,1132_137670_20070130_163336_20070130_170722.pkl,1132_137671_20070130_172236_20070130_175553.pkl,0,08-01-2008 10:24,,,,
13768,1132_137680_20070130_181106_20070130_184423.pkl,1132_137681_20070130_185936_20070130_193254.pkl,0,,,,,
13769,1132_137690_20070130_194806_20070130_202125.pkl,1132_137691_20070130_203636_20070130_210954.pkl,1,,,,,
13771,1132_137710_20070130_230206_20070130_233525.pkl,1132_137711_20070130_235036_20070131_002351.pkl,0,,,,,
13772,1132_137720_20070131_003906_20070131_011224.pkl,1132_137721_20070131_012736_20070131_020122.pkl,1,,,,,
13773,1132_137730_20070131_021636_20070131_025023.pkl,1132_137731_20070131_030506_20070131_033951.pkl,1,,,,,
13774,1132_137740_20070131_035406_20070131_042924.pkl,1132_137741_20070131_044306_20070131_051855.pkl,0,08-01-2008 19:23,,,,
13775,1132_137750_20070131_053206_20070131_060823.pkl,1132_137751_20070131_062106_20070131_065823.pkl,1,,,,,
13776,1132_137760_20070131_071006_20070131_074822.pkl,1132_137761_20070131_075936_20070131_083754.pkl,0,,,,,
13777,1132_137770_20070131_084906_20070131_092755.pkl,1132_137771_20070131_093906_20070131_101724.pkl,1,,,,,
13778,1132_137780_20070131_102836_20070131_110625.pkl,1132_137781_20070131_111836_20070131_115551.pkl,0,,,,,
13779,1132_137790_20070131_120836_20070131_124453.pkl,1132_137791_20070131_125806_20070131_133353.pkl,0,,,,,
13780,1132_137800_20070131_134736_20070131_142252.pkl,1132_137801_20070131_143706_20070131_151124.pkl,0,,,,,
13781,1132_137810_20070131_152636_20070131_160022.pkl,1132_137811_20070131_161536_20070131_164855.pkl,1,09-01-2008 13:54,,,,
13784,1132_137840_20070131_201806_20070131_205154.pkl,1132_137841_20070131_210636_20070131_214025.pkl,0,09-01-2008 14:40,,,,
13785,1132_137850_20070131_215506_20070131_222822.pkl,1132_137851_20070131_224336_20070131_231654.pkl,1,09-01-2008 20:40,,,,
13786,1132_137860_20070131_233206_20070201_000524.pkl,1132_137861_20070201_002035_20070201_005422.pkl,1,09-01-2008 21:33,,,,
13787,1132_137870_20070201_010936_20070201_014254.pkl,1132_137871_20070201_015806_20070201_023152.pkl,0,,,,,
13788,1132_137880_20070201_024706_20070201_032123.pkl,1132_137881_20070201_033536_20070201_041053.pkl,0,10-01-2008 01:37,,,,
13789,1132_137890_20070201_042436_20070201_050023.pkl,1132_137891_20070201_051336_20070201_054951.pkl,0,,,,,
13790,1132_137900_20070201_060236_20070201_063954.pkl,1132_137901_20070201_065136_20070201_072923.pkl,0,,,,,
13791,1132_137910_20070201_074106_20070201_081922.pkl,1132_137911_20070201_083036_20070201_090922.pkl,0,,,,,
13792,1132_137920_20070201_092006_20070201_095852.pkl,1132_137921_20070201_101006_20070201_104754.pkl,1,,,,,
13793,1132_137930_20070201_110006_20070201_113724.pkl,1132_137931_20070201_114936_20070201_122622.pkl,0,,,,,
13794,1132_137940_20070201_123936_20070201_131522.pkl,1132_137941_20070201_132906_20070201_140425.pkl,0,,,,,
13795,1132_137950_20070201_141836_20070201_145322.pkl,1132_137951_20070201_150806_20070201_154152.pkl,0,,,,,
13796,1132_137960_20070201_155706_20070201_163051.pkl,1132_137961_20070201_164606_20070201_171922.pkl,0,,,,,
13797,1132_137970_20070201_173436_20070201_180755.pkl,1132_137971_20070201_182306_20070201_185622.pkl,0,,,,,
13798,1132_137980_20070201_191136_20070201_194451.pkl,1132_137981_20070201_200006_20070201_203324.pkl,0,,,,,
13799,1132_137990_20070201_204836_20070201_212155.pkl,1132_137991_20070201_213706_20070201_221022.pkl,0,10-01-2008 19:05,,,,
13800,1132_138000_20070201_222536_20070201_225855.pkl,1132_138001_20070201_231405_20070201_234724.pkl,0,,,,,
13801,1132_138010_20070202_000236_20070202_003551.pkl,1132_138011_20070202_005106_20070202_012453.pkl,0,10-01-2008 22:50,,,,
13802,1132_138020_20070202_013936_20070202_021351.pkl,1132_138021_20070202_022836_20070202_030255.pkl,0,10-01-2008 23:52,,,,
13803,1132_138030_20070202_031736_20070202_035154.pkl,1132_138031_20070202_040606_20070202_044122.pkl,0,,,,,
13804,1132_138040_20070202_045506_20070202_053124.pkl,1132_138041_20070202_054406_20070202_062054.pkl,0,,,,,
13805,1132_138050_20070202_063336_20070202_071054.pkl,1132_138051_20070202_072236_20070202_080052.pkl,0,,,,,
13806,1132_138060_20070202_081206_20070202_085023.pkl,1132_138061_20070202_090136_20070202_094023.pkl,0,,,,,
13807,1132_138070_20070202_095136_20070202_102924.pkl,1132_138071_20070202_104106_20070202_111854.pkl,0,,,,,
13808,1132_138080_20070202_113106_20070202_120753.pkl,1132_138081_20070202_122106_20070202_125655.pkl,0,,,,,
13809,1132_138090_20070202_131036_20070202_134553.pkl,1132_138091_20070202_140006_20070202_143452.pkl,1,,,,,
13810,1132_138100_20070202_144936_20070202_152354.pkl,1132_138101_20070202_153836_20070202_161222.pkl,0,,,,,
13811,1132_138110_20070202_162736_20070202_170122.pkl,1132_138111_20070202_171636_20070202_174952.pkl,0,,,,,
13812,1132_138120_20070202_180506_20070202_183824.pkl,1132_138121_20070202_185336_20070202_192653.pkl,0,,,,,
13813,1132_138130_20070202_194206_20070202_201525.pkl,1132_138131_20070202_203036_20070202_210353.pkl,1,,,,,
13815,1132_138150_20070202_225536_20070202_232855.pkl,1132_138151_20070202_234435_20070203_001751.pkl,0,,,,,
13816,1132_138160_20070203_003306_20070203_010623.pkl,1132_138161_20070203_012136_20070203_015524.pkl,0,,,,,
13817,1132_138170_20070203_021006_20070203_024423.pkl,1132_138171_20070203_025906_20070203_033323.pkl,0,,,,,
13818,1132_138180_20070203_034806_20070203_042252.pkl,1132_138181_20070203_043636_20070203_051223.pkl,1,,,,,
13819,1132_138190_20070203_052536_20070203_060223.pkl,1132_138191_20070203_061506_20070203_065223.pkl,0,,,,,
13820,1132_138200_20070203_070406_20070203_074152.pkl,1132_138201_20070203_075336_20070203_083152.pkl,1,,,,,
13821,1132_138210_20070203_084306_20070203_092123.pkl,1132_138211_20070203_093236_20070203_101053.pkl,0,,,,,
13822,1132_138220_20070203_102236_20070203_110025.pkl,1132_138221_20070203_111236_20070203_114953.pkl,0,12-01-2008 08:32,,,,
13823,1132_138230_20070203_120206_20070203_123851.pkl,1132_138231_20070203_125206_20070203_132753.pkl,1,12-01-2008 10:13,,,,
13824,1132_138240_20070203_134136_20070203_141623.pkl,1132_138241_20070203_143106_20070203_150523.pkl,0,,,,,
13825,1132_138250_20070203_152006_20070203_155421.pkl,1132_138251_20070203_160906_20070203_164252.pkl,1,,,,,
13826,1132_138260_20070203_165806_20070203_173124.pkl,1132_138261_20070203_174636_20070203_182022.pkl,0,,,,,
13827,1132_138270_20070203_183536_20070203_190852.pkl,1132_138271_20070203_192406_20070203_195723.pkl,1,,,,,
13828,1132_138280_20070203_201206_20070203_204551.pkl,1132_138281_20070203_210036_20070203_213351.pkl,0,,,,,
13833,1132_138330_20070204_041836_20070204_045353.pkl,1132_138331_20070204_050736_20070204_054354.pkl,0,,,,,
13834,1132_138340_20070204_055636_20070204_063322.pkl,1132_138341_20070204_064536_20070204_072323.pkl,0,,,,,
13835,1132_138350_20070204_073506_20070204_081321.pkl,1132_138351_20070204_082436_20070204_090254.pkl,1,,,,,
13836,1132_138360_20070204_091406_20070204_095222.pkl,1132_138361_20070204_100406_20070204_104154.pkl,1,,,,,
13839,1132_138390_20070204_141236_20070204_144725.pkl,1132_138391_20070204_150136_20070204_153552.pkl,0,,,,,
13840,1132_138400_20070204_155106_20070204_162453.pkl,1132_138401_20070204_163936_20070204_171322.pkl,0,,,,,
13841,1132_138410_20070204_172836_20070204_180155.pkl,1132_138411_20070204_181706_20070204_185022.pkl,1,,,,,
13842,1132_138420_20070204_190536_20070204_193852.pkl,1132_138421_20070204_195406_20070204_202725.pkl,1,,,,,
13843,1132_138430_20070204_204236_20070204_211553.pkl,1132_138431_20070204_213106_20070204_220425.pkl,1,13-01-2008 11:16,,,,
13844,1132_138440_20070204_221936_20070204_225255.pkl,1132_138441_20070204_230805_20070204_234124.pkl,1,13-01-2008 12:15,,,,
13845,1132_138450_20070204_235636_20070205_002955.pkl,1132_138451_20070205_004506_20070205_011854.pkl,0,,,,,
13846,1132_138460_20070205_013336_20070205_020722.pkl,1132_138461_20070205_022236_20070205_025655.pkl,0,,,,,
13847,1132_138470_20070205_031106_20070205_034553.pkl,1132_138471_20070205_040006_20070205_043522.pkl,0,,,,,
13848,1132_138480_20070205_044906_20070205_052452.pkl,1132_138481_20070205_053806_20070205_061455.pkl,1,,,,,
13849,1132_138490_20070205_062706_20070205_070455.pkl,1132_138491_20070205_071636_20070205_075422.pkl,0,14-01-2008 01:20,,,,
13850,1132_138500_20070205_080606_20070205_084425.pkl,1132_138501_20070205_085536_20070205_093354.pkl,1,,,,,
13851,1132_138510_20070205_094506_20070205_102322.pkl,1132_138511_20070205_103506_20070205_111255.pkl,1,,,,,
13852,1132_138520_20070205_112506_20070205_120152.pkl,1132_138521_20070205_121436_20070205_125052.pkl,0,,,,,
13853,1132_138530_20070205_130436_20070205_133954.pkl,1132_138531_20070205_135406_20070205_142855.pkl,0,,,,,
13854,1132_138540_20070205_144306_20070205_151754.pkl,1132_138541_20070205_153236_20070205_160622.pkl,1,,,,,
13855,1132_138550_20070205_162136_20070205_165455.pkl,1132_138551_20070205_171006_20070205_174353.pkl,0,,,,,
